"type","class","order","family","genus","species","sciname"
"fish","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","stellaris","Scyliorhinus stellaris"
"fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","brachyurus","Carcharhinus brachyurus"
"fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","falciformis","Carcharhinus falciformis"
"fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus"
"fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","longimanus","Carcharhinus longimanus"
"fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","sorrah","Carcharhinus sorrah"
"fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Galeocerdo","cuvier","Galeocerdo cuvier"
"fish","Actinopterygii","Perciformes","Sparidae","Pagellus","acarne","Pagellus acarne"
"fish","Actinopterygii","Perciformes","Sparidae","Pagellus","bogaraveo","Pagellus bogaraveo"
"fish","Actinopterygii","Perciformes","Sparidae","Pagellus","erythrinus","Pagellus erythrinus"
"fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace","glauca","Prionace glauca"
"fish","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","lewini","Sphyrna lewini"
"fish","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","zygaena","Sphyrna zygaena"
"fish","Actinopterygii","Perciformes","Sciaenidae","Atrobucca","nibe","Atrobucca nibe"
"fish","Actinopterygii","Scorpaeniformes","Platycephalidae","Platycephalus","indicus","Platycephalus indicus"
"fish","Actinopterygii","Batrachoidiformes","Batrachoididae","Amphichthys","cryptocentrus","Amphichthys cryptocentrus"
"fish","Actinopterygii","Beloniformes","Belonidae","Ablennes","hians","Ablennes hians"
"fish","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","microps","Caulolatilus microps"
"fish","Actinopterygii","Perciformes","Carangidae","Naucrates","ductor","Naucrates ductor"
"fish","Actinopterygii","Perciformes","Carangidae","Pseudocaranx","dentex","Pseudocaranx dentex"
"fish","Actinopterygii","Perciformes","Carangidae","Seriola","dumerili","Seriola dumerili"
"fish","Actinopterygii","Perciformes","Carangidae","Seriola","rivoliana","Seriola rivoliana"
"fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","goodei","Trachinotus goodei"
"fish","Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactylopterus","volitans","Dactylopterus volitans"
"fish","Actinopterygii","Gadiformes","Gadidae","Trisopterus","esmarkii","Trisopterus esmarkii"
"fish","Actinopterygii","Perciformes","Ephippidae","Chaetodipterus","faber","Chaetodipterus faber"
"fish","Actinopterygii","Perciformes","Gempylidae","Lepidocybium","flavobrunneum","Lepidocybium flavobrunneum"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","aurita","Sardinella aurita"
"fish","Actinopterygii","Perciformes","Gempylidae","Ruvettus","pretiosus","Ruvettus pretiosus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","maderensis","Sardinella maderensis"
"fish","Actinopterygii","Aulopiformes","Synodontidae","Saurida","undosquamis","Saurida undosquamis"
"fish","Actinopterygii","Beloniformes","Hemiramphidae","Hemiramphus","balao","Hemiramphus balao"
"fish","Actinopterygii","Beloniformes","Hemiramphidae","Hemiramphus","brasiliensis","Hemiramphus brasiliensis"
"fish","Actinopterygii","Perciformes","Labridae","Lachnolaimus","maximus","Lachnolaimus maximus"
"fish","Actinopterygii","Lampriformes","Lampridae","Lampris","guttatus","Lampris guttatus"
"fish","Actinopterygii","Lophiiformes","Lophiidae","Lophius","gastrophysus","Lophius gastrophysus"
"fish","Actinopterygii","Elopiformes","Megalopidae","Megalops","atlanticus","Megalops atlanticus"
"fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","albidus","Merluccius albidus"
"fish","Actinopterygii","Mugiliformes","Mugilidae","Mugil","curema","Mugil curema"
"fish","Actinopterygii","Mugiliformes","Mugilidae","Mugil","liza","Mugil liza"
"fish","Actinopterygii","Perciformes","Haemulidae","Haemulon","plumierii","Haemulon plumierii"
"fish","Actinopterygii","Clupeiformes","Engraulidae","Anchoa","nasus","Anchoa nasus"
"fish","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","Sparus aurata"
"fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","acoupa","Cynoscion acoupa"
"fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","arenarius","Cynoscion arenarius"
"fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","leiarchus","Cynoscion leiarchus"
"fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","virescens","Cynoscion virescens"
"fish","Actinopterygii","Perciformes","Sciaenidae","Isopisthus","parvipinnis","Isopisthus parvipinnis"
"fish","Actinopterygii","Perciformes","Sciaenidae","Larimus","breviceps","Larimus breviceps"
"fish","Actinopterygii","Perciformes","Sciaenidae","Sciaenops","ocellatus","Sciaenops ocellatus"
"fish","Actinopterygii","Perciformes","Stromateidae","Stromateus","fiatola","Stromateus fiatola"
"fish","Actinopterygii","Perciformes","Serranidae","Hyporthodus","flavolimbatus","Hyporthodus flavolimbatus"
"fish","Actinopterygii","Perciformes","Serranidae","Hyporthodus","mystacinus","Hyporthodus mystacinus"
"fish","Actinopterygii","Perciformes","Serranidae","Hyporthodus","nigritus","Hyporthodus nigritus"
"fish","Actinopterygii","Perciformes","Serranidae","Hyporthodus","niveatus","Hyporthodus niveatus"
"fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","bonaci","Mycteroperca bonaci"
"fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","microlepis","Mycteroperca microlepis"
"fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","phenax","Mycteroperca phenax"
"fish","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","barracuda","Sphyraena barracuda"
"fish","Actinopterygii","Perciformes","Acanthuridae","Naso","unicornis","Naso unicornis"
"fish","Actinopterygii","Perciformes","Carangidae","Trachurus","mediterraneus","Trachurus mediterraneus"
"fish","Actinopterygii","Perciformes","Trichiuridae","Trichiurus","lepturus","Trichiurus lepturus"
"fish","Actinopterygii","Perciformes","Ariommatidae","Ariomma","indicum","Ariomma indicum"
"fish","Actinopterygii","Perciformes","Sciaenidae","Umbrina","cirrosa","Umbrina cirrosa"
"fish","Actinopterygii","Beryciformes","Berycidae","Beryx","decadactylus","Beryx decadactylus"
"fish","Actinopterygii","Beryciformes","Berycidae","Beryx","splendens","Beryx splendens"
"fish","Actinopterygii","Pleuronectiformes","Bothidae","Bothus","pantherinus","Bothus pantherinus"
"fish","Actinopterygii","Perciformes","Mullidae","Mullus","surmuletus","Mullus surmuletus"
"fish","Actinopterygii","Pleuronectiformes","Soleidae","Pegusa","lascaris","Pegusa lascaris"
"fish","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","dentatus","Paralichthys dentatus"
"fish","Actinopterygii","Gadiformes","Phycidae","Phycis","blennoides","Phycis blennoides"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","flesus","Platichthys flesus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","platessa","Pleuronectes platessa"
"fish","Actinopterygii","Gadiformes","Gadidae","Pollachius","virens","Pollachius virens"
"fish","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","maximus","Scophthalmus maximus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardina","pilchardus","Sardina pilchardus"
"fish","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","olivaceus","Paralichthys olivaceus"
"fish","Actinopterygii","Perciformes","Serranidae","Serranus","cabrilla","Serranus cabrilla"
"fish","Actinopterygii","Perciformes","Sparidae","Spondyliosoma","cantharus","Spondyliosoma cantharus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","sprattus","Sprattus sprattus"
"fish","Actinopterygii","Perciformes","Trachinidae","Trachinus","draco","Trachinus draco"
"fish","Actinopterygii","Perciformes","Carangidae","Trachurus","trachurus","Trachurus trachurus"
"fish","Actinopterygii","Scorpaeniformes","Triglidae","Chelidonichthys","lucerna","Chelidonichthys lucerna"
"fish","Actinopterygii","Gadiformes","Gadidae","Trisopterus","luscus","Trisopterus luscus"
"fish","Actinopterygii","Zeiformes","Zeidae","Zeus","faber","Zeus faber"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","hippoglossus","Hippoglossus hippoglossus"
"fish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","aeglefinus","Melanogrammus aeglefinus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","kitt","Microstomus kitt"
"fish","Actinopterygii","Gadiformes","Lotidae","Molva","dypterygia","Molva dypterygia"
"fish","Actinopterygii","Perciformes","Cichlidae","Oreochromis","aureus","Oreochromis aureus"
"fish","Actinopterygii","Perciformes","Lutjanidae","Hoplopagrus","guentherii","Hoplopagrus guentherii"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","analis","Lutjanus analis"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","erythropterus","Lutjanus erythropterus"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","argentimaculatus","Lutjanus argentimaculatus"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","argentiventris","Lutjanus argentiventris"
"fish","Actinopterygii","Perciformes","Cichlidae","Sarotherodon","melanotheron","Sarotherodon melanotheron"
"fish","Actinopterygii","Perciformes","Cichlidae","Oreochromis","spilurus","Oreochromis spilurus"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","bohar","Lutjanus bohar"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","buccanella","Lutjanus buccanella"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","campechanus","Lutjanus campechanus"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","cyanopterus","Lutjanus cyanopterus"
"fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","goldiei","Lutjanus goldiei"
"fish","Actinopterygii","Clupeiformes","Chirocentridae","Chirocentrus","nudus","Chirocentrus nudus"
"fish","Actinopterygii","Clupeiformes","Dussumieriidae","Dussumieria","acuta","Dussumieria acuta"
"fish","Actinopterygii","Clupeiformes","Dussumieriidae","Dussumieria","elopsoides","Dussumieria elopsoides"
"fish","Actinopterygii","Clupeiformes","Dussumieriidae","Etrumeus","whiteheadi","Etrumeus whiteheadi"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","fuegensis","Sprattus fuegensis"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","sagax","Sardinops sagax"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Herklotsichthys","quadrimaculatus","Herklotsichthys quadrimaculatus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Amblygaster","sirm","Amblygaster sirm"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","brasiliensis","Sardinella brasiliensis"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","gibbosa","Sardinella gibbosa"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","lemuru","Sardinella lemuru"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","longiceps","Sardinella longiceps"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","zunasi","Sardinella zunasi"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","pseudoharengus","Alosa pseudoharengus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","sapidissima","Alosa sapidissima"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","aurea","Brevoortia aurea"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","patronus","Brevoortia patronus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","tyrannus","Brevoortia tyrannus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Ethmidium","maculatum","Ethmidium maculatum"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Ethmalosa","fimbriata","Ethmalosa fimbriata"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Hilsa","kelee","Hilsa kelee"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Tenualosa","ilisha","Tenualosa ilisha"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Tenualosa","toli","Tenualosa toli"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Clupanodon","thrissa","Clupanodon thrissa"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Konosirus","punctatus","Konosirus punctatus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Nematalosa","nasus","Nematalosa nasus"
"fish","Actinopterygii","Clupeiformes","Clupeidae","Anodontostoma","chacunda","Anodontostoma chacunda"
"fish","Actinopterygii","Clupeiformes","Pristigasteridae","Ilisha","africana","Ilisha africana"
"fish","Actinopterygii","Clupeiformes","Pristigasteridae","Ilisha","elongata","Ilisha elongata"
"fish","Actinopterygii","Clupeiformes","Pristigasteridae","Pellona","ditchela","Pellona ditchela"
"fish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","anchoita","Engraulis anchoita"
"fish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","japonicus","Engraulis japonicus"
"fish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","mordax","Engraulis mordax"
"fish","Actinopterygii","Atheriniformes","Atherinidae","Atherina","boyeri","Atherina boyeri"
"fish","Actinopterygii","Anguilliformes","Muraenidae","Muraena","helena","Muraena helena"
"fish","Actinopterygii","Gadiformes","Moridae","Mora","moro","Mora moro"
"fish","Actinopterygii","Mugiliformes","Mugilidae","Chelon","auratus","Chelon auratus"
"fish","Actinopterygii","Mugiliformes","Mugilidae","Chelon","saliens","Chelon saliens"
"fish","Actinopterygii","Gadiformes","Phycidae","Phycis","phycis","Phycis phycis"
"fish","Actinopterygii","Perciformes","Sparidae","Diplodus","puntazzo","Diplodus puntazzo"
"fish","Actinopterygii","Perciformes","Sparidae","Diplodus","annularis","Diplodus annularis"
"fish","Actinopterygii","Perciformes","Sparidae","Diplodus","sargus","Diplodus sargus"
"fish","Actinopterygii","Perciformes","Sparidae","Diplodus","vulgaris","Diplodus vulgaris"
"fish","Actinopterygii","Perciformes","Sparidae","Pagrus","pagrus","Pagrus pagrus"
"fish","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","sphyraena","Sphyraena sphyraena"
"fish","Actinopterygii","Perciformes","Uranoscopidae","Uranoscopus","scaber","Uranoscopus scaber"
"fish","Actinopterygii","Perciformes","Istiophoridae","Tetrapturus","belone","Tetrapturus belone"
"fish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","novaezelandiae","Macruronus novaezelandiae"
"fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","paradoxus","Merluccius paradoxus"
"fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","capensis","Merluccius capensis"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","mahsena","Lethrinus mahsena"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","borbonicus","Lethrinus borbonicus"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","microdon","Lethrinus microdon"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","nebulosus","Lethrinus nebulosus"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","obsoletus","Lethrinus obsoletus"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","harak","Lethrinus harak"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","xanthochilus","Lethrinus xanthochilus"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","miniatus","Lethrinus miniatus"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","lentjan","Lethrinus lentjan"
"fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","atlanticus","Lethrinus atlanticus"
"fish","Actinopterygii","Perciformes","Lethrinidae","Monotaxis","grandoculis","Monotaxis grandoculis"
"fish","Actinopterygii","Gadiformes","Gadidae","Gadiculus","argenteus","Gadiculus argenteus"
"fish","Actinopterygii","Perciformes","Carangidae","Alepes","djedaba","Alepes djedaba"
"fish","Actinopterygii","Perciformes","Carangidae","Atule","mate","Atule mate"
"fish","Actinopterygii","Perciformes","Carangidae","Caranx","ignobilis","Caranx ignobilis"
"fish","Actinopterygii","Perciformes","Carangidae","Caranx","rhonchus","Caranx rhonchus"
"fish","Actinopterygii","Perciformes","Carangidae","Caranx","melampygus","Caranx melampygus"
"fish","Actinopterygii","Perciformes","Carangidae","Caranx","sexfasciatus","Caranx sexfasciatus"
"fish","Actinopterygii","Perciformes","Carangidae","Caranx","ruber","Caranx ruber"
"fish","Actinopterygii","Perciformes","Carangidae","Carangoides","bajad","Carangoides bajad"
"fish","Actinopterygii","Perciformes","Carangidae","Carangoides","fulvoguttatus","Carangoides fulvoguttatus"
"fish","Actinopterygii","Perciformes","Carangidae","Caranx","crysos","Caranx crysos"
"fish","Actinopterygii","Perciformes","Carangidae","Chloroscombrus","orqueta","Chloroscombrus orqueta"
"fish","Actinopterygii","Perciformes","Carangidae","Decapterus","macrosoma","Decapterus macrosoma"
"fish","Actinopterygii","Perciformes","Carangidae","Decapterus","maruadsi","Decapterus maruadsi"
"fish","Actinopterygii","Perciformes","Carangidae","Parastromateus","niger","Parastromateus niger"
"fish","Actinopterygii","Perciformes","Carangidae","Scomberoides","commersonnianus","Scomberoides commersonnianus"
"fish","Actinopterygii","Perciformes","Carangidae","Scomberoides","lysan","Scomberoides lysan"
"fish","Actinopterygii","Perciformes","Carangidae","Scomberoides","tol","Scomberoides tol"
"fish","Actinopterygii","Perciformes","Carangidae","Selene","peruviana","Selene peruviana"
"fish","Actinopterygii","Perciformes","Carangidae","Seriolina","nigrofasciata","Seriolina nigrofasciata"
"fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","blochii","Trachinotus blochii"
"fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","mookalee","Trachinotus mookalee"
"fish","Actinopterygii","Gadiformes","Moridae","Antimora","rostrata","Antimora rostrata"
"fish","Actinopterygii","Gadiformes","Moridae","Pseudophycis","bachus","Pseudophycis bachus"
"fish","Elasmobranchii","Rajiformes","Rajidae","Dipturus","batis","Dipturus batis"
"fish","Elasmobranchii","Rajiformes","Rajidae","Raja","clavata","Raja clavata"
"fish","Elasmobranchii","Myliobatiformes","Dasyatidae","Dasyatis","pastinaca","Dasyatis pastinaca"
"fish","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","stellatus","Acipenser stellatus"
"fish","Actinopterygii","Acipenseriformes","Acipenseridae","Huso","huso","Huso huso"
"fish","Actinopterygii","Siluriformes","Claroteidae","Chrysichthys","nigrodigitatus","Chrysichthys nigrodigitatus"
"fish","Actinopterygii","Perciformes","Cichlidae","Coptodon","guineensis","Coptodon guineensis"
"fish","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","lupus","Anarhichas lupus"
"fish","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","monstrosa","Chimaera monstrosa"
"fish","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","nudiventris","Acipenser nudiventris"
"fish","Actinopterygii","Perciformes","Epigonidae","Epigonus","telescopus","Epigonus telescopus"
"fish","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Petromyzon","marinus","Petromyzon marinus"
"fish","Elasmobranchii","Orectolobiformes","Ginglymostomatidae","Ginglymostoma","cirratum","Ginglymostoma cirratum"
"fish","Elasmobranchii","Lamniformes","Alopiidae","Alopias","superciliosus","Alopias superciliosus"
"fish","Elasmobranchii","Lamniformes","Alopiidae","Alopias","vulpinus","Alopias vulpinus"
"fish","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","radiata","Amblyraja radiata"
"fish","Elasmobranchii","Myliobatiformes","Gymnuridae","Gymnura","altavela","Gymnura altavela"
"fish","Actinopterygii","Acipenseriformes","Acipenseridae","Acipenser","transmontanus","Acipenser transmontanus"
"fish","Actinopterygii","Osmeriformes","Argentinidae","Argentina","silus","Argentina silus"
"fish","Actinopterygii","Zeiformes","Zeidae","Zenopsis","nebulosa","Zenopsis nebulosa"
"fish","Actinopterygii","Lampriformes","Trachipteridae","Trachipterus","arcticus","Trachipterus arcticus"
"fish","Actinopterygii","Perciformes","Polyprionidae","Stereolepis","gigas","Stereolepis gigas"
"fish","Actinopterygii","Perciformes","Centrarchidae","Micropterus","salmoides","Micropterus salmoides"
"fish","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","princeps","Caulolatilus princeps"
"fish","Actinopterygii","Perciformes","Malacanthidae","Malacanthus","plumieri","Malacanthus plumieri"
"fish","Actinopterygii","Perciformes","Rachycentridae","Rachycentron","canadum","Rachycentron canadum"
"fish","Actinopterygii","Perciformes","Bramidae","Taractichthys","steindachneri","Taractichthys steindachneri"
"fish","Actinopterygii","Perciformes","Gerreidae","Diapterus","auratus","Diapterus auratus"
"fish","Actinopterygii","Perciformes","Sciaenidae","Atractoscion","nobilis","Atractoscion nobilis"
"fish","Actinopterygii","Perciformes","Labridae","Semicossyphus","pulcher","Semicossyphus pulcher"
"fish","Actinopterygii","Perciformes","Labridae","Tautogolabrus","adspersus","Tautogolabrus adspersus"
"fish","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","denticulatus","Anarhichas denticulatus"
"fish","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","minor","Anarhichas minor"
"fish","Actinopterygii","Perciformes","Eleotridae","Dormitator","latifrons","Dormitator latifrons"
"fish","Actinopterygii","Perciformes","Istiophoridae","Tetrapturus","angustirostris","Tetrapturus angustirostris"
"fish","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","guttata","Scorpaena guttata"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","aleutianus","Sebastes aleutianus"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","carnatus","Sebastes carnatus"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chlorostictus","Sebastes chlorostictus"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","crameri","Sebastes crameri"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","diploproa","Sebastes diploproa"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","elongatus","Sebastes elongatus"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","fasciatus","Sebastes fasciatus"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","goodei","Sebastes goodei"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","jordani","Sebastes jordani"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","levis","Sebastes levis"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","melanops","Sebastes melanops"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","mystinus","Sebastes mystinus"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","paucispinis","Sebastes paucispinis"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","pinniger","Sebastes pinniger"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","polyspinis","Sebastes polyspinis"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","ruberrimus","Sebastes ruberrimus"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","alascanus","Sebastolobus alascanus"
"fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","altivelis","Sebastolobus altivelis"
"fish","Actinopterygii","Scorpaeniformes","Hexagrammidae","Hexagrammos","decagrammus","Hexagrammos decagrammus"
"fish","Actinopterygii","Scorpaeniformes","Hexagrammidae","Pleurogrammus","monopterygius","Pleurogrammus monopterygius"
"fish","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","marmoratus","Scorpaenichthys marmoratus"
"fish","Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","sordidus","Citharichthys sordidus"
"fish","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","californicus","Paralichthys californicus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","jordani","Eopsetta jordani"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","zachirus","Glyptocephalus zachirus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","platessoides","Hippoglossoides platessoides"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","pacificus","Microstomus pacificus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","vetulus","Parophrys vetulus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","stellatus","Platichthys stellatus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","quadrituberculatus","Pleuronectes quadrituberculatus"
"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Psettichthys","melanostictus","Psettichthys melanostictus"
"fish","Actinopterygii","Scorpaeniformes","Normanichthyidae","Normanichthys","crockeri","Normanichthys crockeri"
"fish","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","naevus","Leucoraja naevus"
"fish","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatis","aquila","Myliobatis aquila"
"fish","Actinopterygii","Perciformes","Carangidae","Carangoides","malabaricus","Carangoides malabaricus"
"fish","Actinopterygii","Perciformes","Siganidae","Siganus","canaliculatus","Siganus canaliculatus"
"fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","fuscoguttatus","Epinephelus fuscoguttatus"
"fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","tauvina","Epinephelus tauvina"
"fish","Actinopterygii","Perciformes","Carangidae","Gnathanodon","speciosus","Gnathanodon speciosus"
"fish","Actinopterygii","Perciformes","Haemulidae","Diagramma","pictum","Diagramma pictum"
"fish","Actinopterygii","Perciformes","Sparidae","Sparidentex","hasta","Sparidentex hasta"
"fish","Actinopterygii","Perciformes","Sparidae","Dentex","gibbosus","Dentex gibbosus"
"fish","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","bifasciatus","Acanthopagrus bifasciatus"
"fish","Actinopterygii","Perciformes","Sillaginidae","Sillago","sihama","Sillago sihama"
"fish","Actinopterygii","Perciformes","Siganidae","Siganus","rivulatus","Siganus rivulatus"
"fish","Actinopterygii","Perciformes","Sciaenidae","Umbrina","canariensis","Umbrina canariensis"
"fish","Actinopterygii","Perciformes","Nemipteridae","Nemipterus","japonicus","Nemipterus japonicus"
"fish","Actinopterygii","Perciformes","Sciaenidae","Miichthys","miiuy","Miichthys miiuy"
"fish","Actinopterygii","Perciformes","Labridae","Xyrichtys","novacula","Xyrichtys novacula"
"fish","Actinopterygii","Mugiliformes","Mugilidae","Chelon","ramada","Chelon ramada"
"fish","Actinopterygii","Perciformes","Siganidae","Siganus","guttatus","Siganus guttatus"
"fish","Actinopterygii","Perciformes","Lateolabracidae","Lateolabrax","japonicus","Lateolabrax japonicus"
"fish","Actinopterygii","Perciformes","Siganidae","Siganus","javus","Siganus javus"
"fish","Actinopterygii","Perciformes","Sparidae","Dentex","congoensis","Dentex congoensis"
"fish","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","galeus","Galeorhinus galeus"
"fish","Actinopterygii","Scorpaeniformes","Platycephalidae","Platycephalus","richardsoni","Platycephalus richardsoni"
